time,T1,T2,T3,T4,T5,T_amb,irrad,u1,u2,u3,u4,u5,T_sup,T_lb,T_ub,E1,E2,E3,E4,E5,Tret1,Tret2,Tret3,Tret4,Tret5,F1,F2,F3,F4,F5
2020-01-03 00:00:00,19.74,19.67,19.98,19.9,19.84,1.87,0.0,0.511,0.194,0.221,0.388,0.328,36.0,23.0,23.0,1023.25,695.36,442.49,1341.78,370.5,26.62,22.02,22.82,23.12,20.25,0.026089,0.011902,0.008034,0.02492,0.005629
2020-01-03 00:15:00,20.15,20.3,20.63,20.42,19.96,1.56,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,1569.71,2689.32,1373.52,2776.76,1080.84,28.64,25.5,26.96,25.65,20.92,0.051058,0.06128,0.036331,0.064174,0.017153
2020-01-03 00:30:00,20.43,20.85,21.05,20.81,20.22,1.24,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,1576.44,2707.57,1383.92,2778.38,1079.11,28.61,25.43,26.89,25.64,20.95,0.051058,0.06128,0.036331,0.064174,0.017153
2020-01-03 00:45:00,20.45,20.98,21.14,20.93,20.4,0.93,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,1497.64,2627.05,1320.76,2690.61,1074.01,28.98,25.74,27.3,25.97,21.02,0.051058,0.06128,0.036331,0.064174,0.017153
2020-01-03 01:00:00,20.47,21.06,21.24,21.02,20.46,0.88,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,1493.4,2621.1,1310.63,2675.89,1070.72,29.0,25.77,27.37,26.02,21.07,0.051058,0.06128,0.036331,0.064174,0.017153
2020-01-03 01:15:00,20.51,21.13,21.31,21.1,20.52,0.82,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,1490.69,2616.05,1301.1,2662.6,1068.4,29.02,25.79,27.43,26.07,21.1,0.051058,0.06128,0.036331,0.064174,0.017153
2020-01-03 01:30:00,20.54,21.19,21.38,21.18,20.57,0.77,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,1487.61,2612.47,1292.54,2650.55,1066.19,29.03,25.8,27.49,26.12,21.13,0.051058,0.06128,0.036331,0.064174,0.017153
2020-01-03 01:45:00,20.58,21.27,21.46,21.26,20.63,0.71,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,1473.17,2573.17,1270.03,2615.85,1060.71,29.1,25.95,27.64,26.25,21.21,0.051058,0.06128,0.036331,0.064174,0.017153
2020-01-03 02:00:00,20.63,21.37,21.54,21.36,20.7,0.65,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,1459.01,2534.62,1248.08,2581.87,1055.34,29.16,26.1,27.78,26.38,21.28,0.051058,0.06128,0.036331,0.064174,0.017153
2020-01-03 02:15:00,20.67,21.46,21.62,21.45,20.77,0.58,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,1444.75,2495.52,1226.11,2547.72,1049.82,29.23,26.26,27.93,26.5,21.36,0.051058,0.06128,0.036331,0.064174,0.017153
2020-01-03 02:30:00,20.72,21.56,21.7,21.54,20.84,0.52,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,1430.55,2456.43,1204.16,2513.69,1044.25,29.3,26.41,28.07,26.63,21.44,0.051058,0.06128,0.036331,0.064174,0.017153
2020-01-03 02:45:00,20.76,21.65,21.78,21.63,20.91,0.46,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,1416.39,2417.34,1182.33,2479.8,1038.66,29.36,26.56,28.21,26.76,21.51,0.051058,0.06128,0.036331,0.064174,0.017153
