time,T1,T2,T3,T4,T5,T_amb,irrad,u1,u2,u3,u4,u5,T_sup,T_lb,T_ub,E1,E2,E3,E4,E5,Tret1,Tret2,Tret3,Tret4,Tret5,F1,F2,F3,F4,F5
2020-01-03 00:00:00,19.76,19.92,19.94,19.89,19.56,-0.63,0.0,0.716,0.521,0.261,0.506,0.837,36.0,23.0,23.0,2568.22,453.97,855.46,461.83,150.17,27.5,26.0,22.71,26.05,31.0,0.072296,0.010859,0.0154,0.0111,0.007178
2020-01-03 00:15:00,20.12,20.34,20.61,20.36,19.88,-0.49,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,3203.65,707.26,2461.42,728.66,169.71,28.41,27.88,26.02,28.06,31.27,0.100915,0.020838,0.058997,0.021957,0.008579
2020-01-03 00:30:00,20.38,20.64,21.21,20.66,20.14,-0.34,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,3193.83,712.0,2463.24,733.79,167.39,28.43,27.83,26.01,28.0,31.33,0.100915,0.020838,0.058997,0.021957,0.008579
2020-01-03 00:45:00,20.44,20.72,21.38,20.73,20.24,-0.2,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,3046.22,683.56,2372.91,703.2,150.56,28.78,28.15,26.38,28.34,31.8,0.100915,0.020838,0.058997,0.021957,0.008579
2020-01-03 01:00:00,20.45,20.73,21.44,20.75,20.31,-0.32,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,3032.9,684.43,2357.27,704.06,147.46,28.81,28.14,26.44,28.33,31.89,0.100915,0.020838,0.058997,0.021957,0.008579
2020-01-03 01:15:00,20.49,20.8,21.54,20.81,20.33,-0.44,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,3014.61,679.26,2325.51,698.66,146.61,28.85,28.2,26.57,28.39,31.91,0.100915,0.020838,0.058997,0.021957,0.008579
2020-01-03 01:30:00,20.53,20.84,21.63,20.85,20.4,-0.55,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,2995.16,673.64,2293.67,692.8,145.84,28.9,28.27,26.7,28.45,31.93,0.100915,0.020838,0.058997,0.021957,0.008579
2020-01-03 01:45:00,20.56,20.9,21.72,20.92,20.44,-0.67,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,2976.43,668.54,2262.65,687.48,144.87,28.94,28.32,26.82,28.51,31.96,0.100915,0.020838,0.058997,0.021957,0.008579
2020-01-03 02:00:00,20.59,20.95,21.81,20.96,20.51,-0.79,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,2957.89,663.07,2231.54,681.75,144.03,28.99,28.39,26.95,28.57,31.98,0.100915,0.020838,0.058997,0.021957,0.008579
2020-01-03 02:15:00,20.62,21.0,21.89,21.02,20.55,-0.91,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,2940.17,658.07,2201.38,676.51,143.09,29.03,28.45,27.07,28.63,32.01,0.100915,0.020838,0.058997,0.021957,0.008579
2020-01-03 02:30:00,20.65,21.04,21.97,21.06,20.61,-1.03,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,2922.74,652.89,2171.25,671.08,142.23,29.07,28.5,27.2,28.69,32.03,0.100915,0.020838,0.058997,0.021957,0.008579
2020-01-03 02:45:00,20.67,21.09,22.05,21.11,20.65,-1.15,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,2905.79,647.98,2141.72,665.93,141.31,29.11,28.56,27.32,28.74,32.06,0.100915,0.020838,0.058997,0.021957,0.008579
2020-01-03 03:00:00,20.7,21.13,22.11,21.15,20.71,-1.17,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,2897.97,645.68,2128.32,663.48,140.79,29.13,28.59,27.37,28.77,32.07,0.100915,0.020838,0.058997,0.021957,0.008579
2020-01-03 03:15:00,20.72,21.17,22.17,21.19,20.75,-1.2,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,2889.56,643.41,2115.12,661.09,140.22,29.15,28.61,27.42,28.8,32.09,0.100915,0.020838,0.058997,0.021957,0.008579
2020-01-03 03:30:00,20.75,21.2,22.22,21.22,20.79,-1.22,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,2881.67,641.15,2102.47,658.69,139.7,29.17,28.64,27.47,28.82,32.1,0.100915,0.020838,0.058997,0.021957,0.008579
2020-01-03 03:45:00,20.77,21.23,22.27,21.26,20.83,-1.25,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,2874.04,639.03,2090.3,656.46,139.18,29.19,28.66,27.52,28.85,32.12,0.100915,0.020838,0.058997,0.021957,0.008579
2020-01-03 04:00:00,20.78,21.26,22.31,21.29,20.86,-1.3,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,2866.68,636.95,2078.45,654.25,138.68,29.2,28.69,27.57,28.87,32.13,0.100915,0.020838,0.058997,0.021957,0.008579
2020-01-03 04:15:00,20.8,21.29,22.35,21.32,20.9,-1.36,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,2859.81,635.0,2067.04,652.16,138.18,29.22,28.71,27.62,28.89,32.15,0.100915,0.020838,0.058997,0.021957,0.008579
2020-01-03 04:30:00,20.81,21.32,22.39,21.34,20.93,-1.41,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,2853.12,633.06,2055.81,650.08,137.7,29.24,28.73,27.66,28.92,32.16,0.100915,0.020838,0.058997,0.021957,0.008579
2020-01-03 04:45:00,20.82,21.34,22.42,21.37,20.96,-1.47,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,2848.68,631.78,2048.79,648.68,137.31,29.25,28.75,27.69,28.93,32.17,0.100915,0.020838,0.058997,0.021957,0.008579
2020-01-03 05:00:00,20.83,21.36,22.46,21.39,20.99,-1.52,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,2844.43,630.5,2041.94,647.28,136.92,29.26,28.76,27.72,28.95,32.18,0.100915,0.020838,0.058997,0.021957,0.008579
2020-01-03 05:15:00,20.84,21.38,22.48,21.41,21.02,-1.57,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,2840.31,629.25,2035.36,645.95,136.55,29.27,28.78,27.75,28.96,32.19,0.100915,0.020838,0.058997,0.021957,0.008579
2020-01-03 05:30:00,20.85,21.41,22.51,21.43,21.04,-1.61,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,2836.32,628.04,2028.98,644.64,136.19,29.28,28.79,27.77,28.98,32.2,0.100915,0.020838,0.058997,0.021957,0.008579
2020-01-03 05:45:00,20.86,21.42,22.54,21.45,21.06,-1.66,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,2832.45,626.86,2022.75,643.37,135.84,29.29,28.8,27.8,28.99,32.21,0.100915,0.020838,0.058997,0.021957,0.008579
2020-01-03 06:00:00,20.87,21.44,22.56,21.47,21.09,-1.7,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,2828.72,625.74,2016.75,642.15,135.49,29.29,28.82,27.82,29.0,32.22,0.100915,0.020838,0.058997,0.021957,0.008579
2020-01-03 06:15:00,20.88,21.46,22.59,21.49,21.11,-1.75,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,2825.06,624.67,2010.95,640.95,135.15,29.3,28.83,27.85,29.02,32.23,0.100915,0.020838,0.058997,0.021957,0.008579
2020-01-03 06:30:00,20.88,21.47,22.61,21.51,21.13,-1.79,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,2822.33,623.83,2006.71,640.0,134.87,29.31,28.84,27.86,29.03,32.24,0.100915,0.020838,0.058997,0.021957,0.008579
2020-01-03 06:45:00,20.89,21.49,22.62,21.52,21.15,-1.83,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,2819.73,623.02,2002.63,639.07,134.58,29.32,28.85,27.88,29.04,32.25,0.100915,0.020838,0.058997,0.021957,0.008579
2020-01-03 07:00:00,20.9,21.5,22.64,21.54,21.17,-1.85,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,2817.21,622.23,1998.7,638.16,134.31,29.32,28.86,27.9,29.05,32.25,0.100915,0.020838,0.058997,0.021957,0.008579
