,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T_amb,s1,s2,s3,s4,s5,s6,s7,s8,s9,u1,u2,u3,u4,u5,u6,u7,u8,u9,u10,u11,u12,u13,u14,T1_2,T2_2,T3_2,T4_2,T5_2,T6_2,T7_2,T8_2,T9_2,T10_2,T11_2,T12_2,T13_2,T14_2,T_amb_2,s1_2,s2_2,s3_2,s4_2,s5_2,s6_2,s7_2,s8_2,s9_2,u1_2,u2_2,u3_2,u4_2,u5_2,u6_2,u7_2,u8_2,u9_2,u10_2,u11_2,u12_2,u13_2,u14_2,T1_3,T2_3,T3_3,T4_3,T5_3,T6_3,T7_3,T8_3,T9_3,T10_3,T11_3,T12_3,T13_3,T14_3,T_amb_3,s1_3,s2_3,s3_3,s4_3,s5_3,s6_3,s7_3,s8_3,s9_3,u1_3,u2_3,u3_3,u4_3,u5_3,u6_3,u7_3,u8_3,u9_3,u10_3,u11_3,u12_3,u13_3,u14_3,T1_4,T2_4,T3_4,T4_4,T5_4,T6_4,T7_4,T8_4,T9_4,T10_4,T11_4,T12_4,T13_4,T14_4,T_amb_4,s1_4,s2_4,s3_4,s4_4,s5_4,s6_4,s7_4,s8_4,s9_4,u1_4,u2_4,u3_4,u4_4,u5_4,u6_4,u7_4,u8_4,u9_4,u10_4,u11_4,u12_4,u13_4,u14_4,T1_8,T2_8,T3_8,T4_8,T5_8,T6_8,T7_8,T8_8,T9_8,T10_8,T11_8,T12_8,T13_8,T14_8,T_amb_8,s1_8,s2_8,s3_8,s4_8,s5_8,s6_8,s7_8,s8_8,s9_8,u1_8,u2_8,u3_8,u4_8,u5_8,u6_8,u7_8,u8_8,u9_8,u10_8,u11_8,u12_8,u13_8,u14_8,T1_16,T2_16,T3_16,T4_16,T5_16,T6_16,T7_16,T8_16,T9_16,T10_16,T11_16,T12_16,T13_16,T14_16,T_amb_16,s1_16,s2_16,s3_16,s4_16,s5_16,s6_16,s7_16,s8_16,s9_16,u1_16,u2_16,u3_16,u4_16,u5_16,u6_16,u7_16,u8_16,u9_16,u10_16,u11_16,u12_16,u13_16,u14_16,T1_32,T2_32,T3_32,T4_32,T5_32,T6_32,T7_32,T8_32,T9_32,T10_32,T11_32,T12_32,T13_32,T14_32,T_amb_32,s1_32,s2_32,s3_32,s4_32,s5_32,s6_32,s7_32,s8_32,s9_32,u1_32,u2_32,u3_32,u4_32,u5_32,u6_32,u7_32,u8_32,u9_32,u10_32,u11_32,u12_32,u13_32,u14_32
0,0.8801421228577497,0.00416292379107878,0.0,0.0,0.0,0.008593339734829876,0.05394938709815387,0.0,0.0,0.0,0.0,0.0,0.0014372380125252733,0.008076162120384396,0.013082933191298956,0.0,0.0004028677668430481,0.00013061191904980882,0.0001315390432691348,0.00011942206347300571,5.053469820244269e-05,0.0017016090420198557,0.0,0.0019089347577754348,0.3051610754392714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001258295788832455,0.0001762435024068555,7.410434201857748e-05,6.14558615401564e-05,4.376436340887594e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4547687272020103e-05,4.0728214920559736e-05,3.5815426684969626e-05,2.856046286281347e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.456674828639357e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.940543192058275e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.716223045233717e-06,0.0,0.0,3.391334188122006e-05,0.0,0.0,0.0,0.002538552652629319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006490236716186334,0.0,0.0,6.148348703339771e-06,1.917413196328678e-06,0.0,0.0,0.0,0.0,0.0,0.03850574564640766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.9074360308749034,0.0,0.00250243781443493,0.0,0.002416052228420334,0.025662203037810586,0.0,0.0,0.003431716547934418,0.0,0.0,0.0,0.0,0.011680624841013171,0.0,0.00047079842031914605,0.0,9.299587699565048e-05,0.00010073250084847901,4.98512179580913e-05,0.0033097330662135546,0.0,0.0,0.0,0.17603268164764738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002775118988789189,0.0,0.0,0.0,0.0,0.0,0.006775206351243489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8080999087284266e-05,1.849130341137275e-05,7.58648973551075e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037038409204709372,0.0,0.0,0.0,0.0,0.0,0.0,0.004702603403964939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004023203563255195,0.00013207040612945702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.982135336212513e-05,0.0,0.0,0.0,0.0,0.0,0.0007565850418767604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005755528258140198,0.0,0.0,3.0383514751911497e-07,3.152825116592059e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.018919698277597794,0.00854103654400843,0.8814378582551121,0.0,0.0013532683233647873,0.013071274512792623,0.0,0.0,0.0,0.004626177829316388,0.0,0.0,0.01320846033249168,0.003851825203051599,0.007230933298959665,0.0,0.00020182208519344002,5.5733881126631514e-05,0.00011609386462819183,9.677052742050257e-05,6.263644838181909e-05,0.005977237434041937,0.0007279071214678663,0.0,0.0,0.0,0.32990499599674916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018993916666198963,9.71298837704104e-05,4.344530708090011e-05,3.8519203270599214e-05,0.0,0.0,0.006031880207542342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.336342951445732e-06,1.6093420314761357e-06,1.0559219630006207e-05,5.225312974266368e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2254819891162023e-05,0.0,1.9189132588401262e-05,9.613794913272066e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.949742817376923e-05,6.591610754904576e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6786742999740805e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006548167369187273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005426839530827061,0.0,0.0,0.0,0.0,0.0,2.6707489547720575e-05,0.0,0.0,0.0,0.0,0.0,0.04500972499102289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0018504579465006999,0.02979879514264616,0.0,0.8211020214716259,0.0,0.029812620978826657,0.05609743387328713,0.0,0.0,0.0,0.0034269519376123278,0.0,0.0053677003414598365,0.005031219510887606,0.009036664102251736,0.0,0.000446991440417717,0.00041047121487401434,0.0,0.0,0.0,0.006720119705181044,0.0,0.008493010430954935,0.0,0.0,0.0,0.3306369950348506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024334519053778527,0.0,0.0,0.0,0.0,0.0,0.004822157929244692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3400235151234264e-05,0.00011884513808150694,8.15706451131908e-05,0.0,0.0,0.008032611214585907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003956077880425223,0.00026662782694248695,0.0001705241433353421,5.446867847837441e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026476174060438475,0.0,0.0,0.0,0.0,0.0,1.3993618494918614e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8195158501780543e-05,1.7282547763131892e-05,0.0,0.0,2.8855506563053474e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0128452832146979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01269730317688425,0.0,0.00019505688845528033,6.17247038125132e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051799966801428156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.01816891585525117,0.030041826692425,0.0,0.0,0.8591141659800722,0.0,0.0075301023917210535,0.0,0.0,0.004967366772658915,0.0,0.0,0.01550976738143289,0.0,0.0,0.0010036391946303216,0.0003824527966744173,0.00017490309039172602,0.0007287126185295023,0.0007825497247205881,0.0006806793836643089,0.008662565700454877,0.0,0.0,0.0,0.0,0.0,0.0,0.5057229538712195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017616895723967974,0.00020136293533812828,0.00043374079484300294,0.0004759385125664146,0.00039232727946777947,0.0,0.0,0.0,0.0011348996359813515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.641108049237593e-05,7.443143672258262e-05,7.842962371369287e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024051649635682104,0.0001376420372526256,0.00012518966958401976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007944080104048042,0.0,0.0009474569041016224,0.00024759006487611685,3.937800709620635e-05,0.0,0.00018655520781338307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008632649568133328,0.0,0.0002738846186837421,0.00022682248768778347,0.0001930306317713145,0.00013228565822510834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010169762557357217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004030239249893938,0.0,0.0,0.0027533370973912195,0.0,0.0007945662117929337,0.00016738858964393945,0.00015137179989727399,5.4638004765791746e-05,5.360987246454899e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.015161400941912545,0.0,0.0,0.01862864939900769,0.0,0.8729600953043745,0.02795661360252027,0.0,0.0018898891949307084,0.0,0.0,0.0,0.0,0.0,0.010177797111153832,0.001119037546023145,0.00032342752576084696,0.00013144977305292298,9.079828549254862e-05,5.971713897420431e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4552429634077064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.276745533855298e-05,0.0,2.08266567829898e-06,5.178483020326088e-05,0.0,0.0,0.0,0.0006163517363414417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0919710343787031e-05,0.0,0.0,4.302649812834123e-05,0.0,0.005810274525898566,0.0,0.0025198706602161725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.113420511563314e-05,4.687559822750007e-06,0.0,6.581499497948409e-05,3.166388979804488e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000987977696581504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020289426710082452,0.0,4.613599209581648e-05,0.0,0.0,0.0,0.0025059118586861955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001090591886175896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013592856568735875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010055780833646397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008219137438603525,0.0,0.0001633329568257167,4.149174727177654e-05,1.8571052114814446e-05,2.4621755656126855e-05,0.0,0.0015478056992625834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069866920169688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.017563060348578775,0.02090126942998178,0.006433162211697822,0.01573877245788107,0.0,0.01827140353562572,0.8855218216982852,0.0,0.0,0.002473449749719237,0.0,0.0,0.0055078640272158575,0.005802326485651453,0.0,0.0,0.00012788829570834493,5.447733655115259e-05,7.661634897607322e-05,8.994829378558944e-05,9.716909506703755e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057296652571582035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.155760894147073e-05,8.249627251286827e-05,7.804691141302246e-05,7.098691442982101e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0929836815589405e-05,6.249218326532895e-05,6.308492621969824e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.633202066726567e-06,0.0,7.695953443238655e-06,1.1641272482213644e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.836008439147392e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032778058506387777,0.0,0.0,0.0,9.495123106934658e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.02410202698313291,0.0,0.0021267511774107103,0.0,0.3957571846647078,0.015059800576572047,0.1138873808260834,0.10497735929525229,0.14017527542126978,0.150923211924752,0.009168487779134324,0.004026486991203998,0.0,0.0002138272318091353,0.0001960038768247954,0.00027624516275353943,0.00037009003638122085,0.000295591265417398,0.00017328998683546903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17521060678347572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048225367797812626,8.205423045653188e-05,1.1160087265154453e-06,2.0352907127374635e-05,0.0,0.0,0.0015075604376523955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002519772758470786,0.0,5.17688299723859e-05,0.00011332420564337574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10346894127628635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027844325109370373,0.0,7.620427534002485e-05,0.00013914950043105676,0.0,0.012230436242887548,0.00828068600152048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002228212154114701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027254594151164047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4220909001171581e-05,7.66812878434584e-05,5.783662049709551e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04051474849630503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004580578656648784,0.0,0.00026121176980018764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03776034001798072,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0007119578557917607,0.0,0.0,0.0,0.0,0.0,0.0,0.9316055776132025,0.0,0.0,0.0,0.007130517075572851,0.0007688573395215481,0.021461671119357338,0.0,0.003083435579225313,0.0007182622258924104,0.00021969607294268723,0.0,0.0,0.0,0.0,0.004090992328155666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24923666967298141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035685187709264933,0.00025788431298114133,0.0,5.891426180176934e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016522580803647172,0.000251574641057891,0.0,1.0070611744008899e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018776843583351562,0.0004938561952301756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.936817219463035e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.358592192799195e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010363682364134924,0.0,0.0,5.868179766305147e-05,3.870989110430523e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04398666783925461,0.0,0.0,0.0,0.0,0.0
9,0.0,0.005971031462979447,0.008510758727348045,0.0,0.0,0.0,0.0,0.047556465156431436,0.0074760869367772875,0.8874018195918376,0.0,0.0,0.0,0.0,0.0,0.0,0.00024208263054940562,9.211085540233567e-05,0.00013542421036511854,0.0001483549246283392,6.855503169695964e-05,0.0,0.0,0.0010695827162242391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3576364807143457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030029631254974365,0.0,0.0,0.0,0.0,0.0,0.0,0.0002389852666231607,6.091024273745815e-05,0.00010768149154910687,0.00011492761910680333,0.0,0.0,0.002576793925961449,0.000889502155912407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02650351138161209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030995049550684023,0.00014693401299068217,3.953257406149064e-05,0.0,0.0,0.0019647172476180653,0.006292906134251484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001463386259583325,0.0,2.706567317690046e-05,6.830542886226758e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.390682853839285e-05,1.1682705441225027e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8501076836290426e-05,1.2155503970342502e-05,0.0,0.0,0.0,0.00281712562735228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020473688567376993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013901364593254776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030217972432918416,0.0,0.0,0.0,0.0
