time,T1,T2,T3,T4,T5,T_amb,irrad,u1,u2,u3,u4,u5,T_sup,T_lb,T_ub,E1,E2,E3,E4,E5,Tret1,Tret2,Tret3,Tret4,Tret5,F1,F2,F3,F4,F5
2020-01-03 00:00:00,20.39,19.82,20.41,20.35,19.92,3.31,0.0,0.0,0.38,0.0,0.0,0.153,36.0,23.0,23.0,0.0,892.35,0.0,0.0,113.18,36.0,23.89,36.0,36.0,20.19,0.0,0.017636,0.0,0.0,0.001713
2020-01-03 00:15:00,20.58,20.46,20.62,21.0,20.16,3.27,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,915.87,1759.23,908.32,1615.91,658.94,30.48,26.94,29.21,27.25,21.93,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 00:30:00,20.64,20.87,20.7,21.43,20.5,3.23,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,853.4,1703.66,846.95,1571.27,657.53,30.85,27.23,29.67,27.49,21.96,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 00:45:00,20.73,21.0,20.82,21.54,20.6,3.19,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,847.68,1684.59,835.67,1555.04,653.78,30.89,27.33,29.76,27.58,22.04,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 01:00:00,20.75,21.09,20.88,21.62,20.69,3.15,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,843.53,1675.04,825.09,1548.36,651.77,30.91,27.38,29.84,27.62,22.09,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 01:15:00,20.78,21.18,20.94,21.69,20.76,3.12,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,840.52,1666.83,815.8,1543.06,649.87,30.93,27.42,29.91,27.65,22.13,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 01:30:00,20.8,21.25,21.0,21.75,20.83,3.08,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,837.56,1659.53,806.37,1538.56,648.34,30.95,27.46,29.98,27.67,22.16,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 01:45:00,20.82,21.34,21.05,21.83,20.9,3.05,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,836.13,1638.38,802.78,1519.78,643.05,30.96,27.57,30.0,27.77,22.27,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 02:00:00,20.83,21.43,21.09,21.91,20.98,3.03,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,834.83,1617.7,799.13,1501.46,637.94,30.96,27.67,30.03,27.87,22.38,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 02:15:00,20.86,21.52,21.14,21.99,21.06,3.01,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,833.49,1596.99,795.62,1483.1,632.77,30.97,27.78,30.06,27.97,22.49,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 02:30:00,20.88,21.61,21.18,22.06,21.14,2.98,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,832.07,1576.44,792.18,1464.84,627.6,30.98,27.88,30.08,28.07,22.6,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 02:45:00,20.9,21.69,21.22,22.14,21.21,2.96,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,830.63,1556.04,788.84,1446.72,622.44,30.99,27.99,30.11,28.17,22.71,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 03:00:00,20.93,21.78,21.26,22.21,21.29,2.94,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,829.13,1535.68,785.52,1428.56,617.29,31.0,28.09,30.13,28.27,22.82,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 03:15:00,20.96,21.86,21.3,22.29,21.37,2.92,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,827.54,1515.33,782.2,1410.31,612.12,31.01,28.2,30.16,28.37,22.93,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 03:30:00,20.99,21.93,21.33,22.36,21.44,2.9,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,826.11,1505.42,779.86,1401.84,608.75,31.02,28.25,30.17,28.41,23.0,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 03:45:00,21.02,22.0,21.37,22.41,21.5,2.88,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,824.65,1495.61,777.5,1393.4,605.38,31.03,28.3,30.19,28.46,23.08,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 04:00:00,21.05,22.06,21.4,22.47,21.56,2.88,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,823.27,1486.21,775.19,1385.39,602.12,31.03,28.35,30.21,28.5,23.15,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 04:15:00,21.07,22.12,21.43,22.52,21.62,2.88,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,821.92,1477.06,772.98,1377.65,598.92,31.04,28.4,30.23,28.54,23.21,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 04:30:00,21.1,22.17,21.46,22.56,21.67,2.88,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,820.58,1468.13,770.81,1370.1,595.79,31.05,28.44,30.24,28.58,23.28,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 04:45:00,21.12,22.23,21.49,22.61,21.72,2.88,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,819.27,1459.39,768.68,1362.7,592.71,31.06,28.49,30.26,28.62,23.35,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 05:00:00,21.15,22.28,21.53,22.66,21.77,2.88,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,817.97,1450.75,766.56,1355.37,589.67,31.07,28.53,30.27,28.66,23.41,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 05:15:00,21.18,22.33,21.56,22.7,21.82,2.88,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,816.75,1444.45,764.71,1350.16,587.22,31.07,28.56,30.29,28.69,23.46,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 05:30:00,21.2,22.37,21.59,22.74,21.87,2.87,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,815.53,1438.27,762.88,1345.04,584.79,31.08,28.6,30.3,28.72,23.52,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 05:45:00,21.22,22.42,21.61,22.78,21.91,2.87,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,814.36,1432.3,761.08,1340.09,582.43,31.09,28.63,30.31,28.75,23.57,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 06:00:00,21.24,22.46,21.64,22.81,21.95,2.86,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,813.24,1426.5,759.34,1335.32,580.1,31.09,28.66,30.33,28.77,23.62,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 06:15:00,21.26,22.5,21.67,22.85,22.0,2.86,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,812.15,1420.84,757.67,1330.72,577.83,31.1,28.69,30.34,28.8,23.66,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 06:30:00,21.28,22.54,21.69,22.88,22.03,2.85,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,811.1,1415.29,756.03,1326.2,575.59,31.11,28.71,30.35,28.82,23.71,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 06:45:00,21.3,22.58,21.72,22.91,22.07,2.84,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,810.07,1409.83,754.42,1321.78,573.39,31.11,28.74,30.36,28.84,23.76,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 07:00:00,21.32,22.61,21.74,22.94,22.11,2.84,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,809.14,1405.33,752.99,1318.22,571.49,31.12,28.77,30.38,28.86,23.8,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 07:15:00,21.34,22.64,21.76,22.96,22.14,2.83,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,808.25,1400.95,751.62,1314.77,569.63,31.12,28.79,30.39,28.88,23.84,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 07:30:00,21.35,22.68,21.78,22.99,22.17,2.83,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,807.36,1396.7,750.27,1311.44,567.81,31.13,28.81,30.4,28.9,23.88,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 07:45:00,21.37,22.71,21.8,23.01,22.21,2.83,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,806.52,1392.55,748.97,1308.19,566.03,31.13,28.83,30.41,28.92,23.92,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 08:00:00,21.39,22.74,21.82,23.04,22.24,2.86,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,805.67,1388.44,747.67,1304.98,564.28,31.14,28.85,30.41,28.94,23.95,0.03966,0.04647,0.032027,0.044193,0.011206
2020-01-03 08:15:00,20.47,21.88,21.03,22.24,21.81,2.9,3.7,0.0,0.0,0.0,0.0,0.0,29.49,23.0,23.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 08:30:00,20.11,21.25,20.73,21.98,21.29,2.93,80.6,0.0,0.0,0.0,0.0,0.0,29.49,23.0,23.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 08:45:00,19.94,21.01,20.7,22.32,21.19,2.97,157.5,0.0,0.0,0.0,0.0,0.0,29.49,23.0,23.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 09:00:00,19.93,20.89,20.71,22.74,21.21,3.3,234.4,0.03,0.0,0.0,0.0,0.0,36.0,23.0,23.0,61.11,0.0,0.0,0.0,0.0,23.86,36.0,36.0,36.0,36.0,0.001204,0.0,0.0,0.0,0.0
2020-01-03 09:15:00,19.93,20.81,20.72,23.23,21.29,3.62,311.4,0.035,0.0,0.0,0.0,0.0,36.0,23.0,23.0,72.48,0.0,0.0,0.0,0.0,23.67,36.0,36.0,36.0,36.0,0.001407,0.0,0.0,0.0,0.0
2020-01-03 09:30:00,19.93,20.74,20.65,23.53,21.34,3.95,327.7,0.037,0.0,0.0,0.0,0.0,36.0,23.0,23.0,76.81,0.0,0.0,0.0,0.0,23.46,36.0,36.0,36.0,36.0,0.001465,0.0,0.0,0.0,0.0
2020-01-03 09:45:00,19.89,20.66,20.53,23.66,21.37,4.28,344.0,0.037,0.0,0.0,0.0,0.0,36.0,23.0,23.0,78.37,0.0,0.0,0.0,0.0,23.22,36.0,36.0,36.0,36.0,0.001467,0.0,0.0,0.0,0.0
2020-01-03 10:00:00,19.9,20.59,20.44,23.82,21.33,4.57,360.3,0.057,0.0,0.0,0.0,0.0,36.0,23.0,23.0,120.54,0.0,0.0,0.0,0.0,23.32,36.0,36.0,36.0,36.0,0.002274,0.0,0.0,0.0,0.0
2020-01-03 10:15:00,19.83,20.5,20.33,23.94,21.34,4.85,376.6,0.048,0.0,0.0,0.0,0.0,36.0,23.0,23.0,104.97,0.0,0.0,0.0,0.0,22.92,36.0,36.0,36.0,36.0,0.00192,0.0,0.0,0.0,0.0
2020-01-03 10:30:00,19.91,20.46,20.31,24.15,21.3,5.14,396.1,0.084,0.0,0.0,0.0,0.0,36.0,23.0,23.0,173.64,0.0,0.0,0.0,0.0,23.51,36.0,36.0,36.0,36.0,0.003326,0.0,0.0,0.0,0.0
2020-01-03 10:45:00,19.87,20.4,20.26,24.33,21.38,5.43,415.6,0.044,0.0,0.0,0.0,0.0,36.0,23.0,23.0,94.51,0.0,0.0,0.0,0.0,22.93,36.0,36.0,36.0,36.0,0.00173,0.0,0.0,0.0,0.0
2020-01-03 11:00:00,20.04,20.4,20.3,24.57,21.36,5.69,435.2,0.066,0.0,0.0,0.0,0.0,36.0,23.0,23.0,136.2,0.0,0.0,0.0,0.0,23.6,36.0,36.0,36.0,36.0,0.002628,0.0,0.0,0.0,0.0
2020-01-03 11:15:00,20.02,20.36,20.25,24.75,21.48,5.95,454.7,0.0,0.0,0.0,0.0,0.0,24.77,23.0,23.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 11:30:00,20.21,20.38,20.32,24.94,21.46,6.21,456.9,0.0,0.0,0.0,0.0,0.0,24.77,23.0,23.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0
