time,T1,T2,T3,T4,T5,T_amb,irrad,u1,u2,u3,u4,u5,T_sup,T_lb,T_ub,E1,E2,E3,E4,E5,Tret1,Tret2,Tret3,Tret4,Tret5,F1,F2,F3,F4,F5
2020-01-03 00:00:00,19.66,19.8,19.84,19.93,19.76,2.7,0.0,1.0,0.424,0.36,0.147,0.463,36.0,23.0,23.0,2525.67,1067.51,841.36,401.51,277.2,28.26,22.92,22.84,21.6,20.82,0.078023,0.019519,0.015289,0.006669,0.00437
2020-01-03 00:15:00,20.07,20.15,20.26,20.36,19.93,3.03,0.0,1.0,1.0,1.0,1.0,1.0,35.83,23.0,23.0,2501.56,2197.67,1989.19,2223.85,564.23,28.19,24.44,24.64,24.11,21.55,0.078023,0.046063,0.042442,0.045269,0.009437
2020-01-03 00:30:00,20.27,20.41,20.58,20.75,20.17,3.35,0.0,1.0,1.0,1.0,1.0,1.0,35.81,23.0,23.0,2513.08,2189.0,1981.24,2214.78,560.19,28.11,24.44,24.64,24.11,21.61,0.078023,0.046063,0.042442,0.045269,0.009437
2020-01-03 00:45:00,20.37,20.54,20.73,20.93,20.31,3.68,0.0,1.0,1.0,1.0,1.0,1.0,35.89,23.0,23.0,2550.28,2204.84,1993.77,2225.15,563.44,28.17,24.54,24.75,24.23,21.7,0.078023,0.046063,0.042442,0.045269,0.009437
2020-01-03 01:00:00,20.44,20.66,20.86,21.08,20.4,3.57,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,2501.94,2157.91,1942.9,2156.94,557.21,28.32,24.79,25.04,24.59,21.87,0.078023,0.046063,0.042442,0.045269,0.009437
2020-01-03 01:15:00,20.52,20.79,21.01,21.25,20.51,3.47,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,2456.42,2111.92,1893.28,2090.19,551.1,28.47,25.03,25.33,24.95,22.03,0.078023,0.046063,0.042442,0.045269,0.009437
2020-01-03 01:30:00,20.6,20.93,21.16,21.42,20.64,3.36,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,2407.29,2063.63,1841.47,2020.94,544.54,28.62,25.28,25.62,25.32,22.2,0.078023,0.046063,0.042442,0.045269,0.009437
2020-01-03 01:45:00,20.65,21.05,21.28,21.56,20.76,3.26,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,2383.19,2035.91,1813.03,1983.98,539.84,28.69,25.43,25.78,25.52,22.31,0.078023,0.046063,0.042442,0.045269,0.009437
2020-01-03 02:00:00,20.7,21.15,21.39,21.68,20.86,3.16,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,2359.55,2008.32,1784.72,1947.23,535.07,28.77,25.57,25.94,25.71,22.44,0.078023,0.046063,0.042442,0.045269,0.009437
2020-01-03 02:15:00,20.74,21.24,21.49,21.78,20.95,3.07,0.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,2336.51,1981.15,1756.85,1911.02,530.43,28.84,25.71,26.1,25.9,22.55,0.078023,0.046063,0.042442,0.045269,0.009437
