time,T1,T2,T3,T4,T5,T6,T_amb,irrad,u1,u2,u3,u4,u5,u6,T_sup,T_lb,T_ub,E1,E2,E3,E4,E5,E6,Tret1,Tret2,Tret3,Tret4,Tret5,Tret6,F1,F2,F3,F4,F5,F6
2020-01-03 00:00:00,19.64,19.85,19.85,19.74,19.83,19.84,1.87,0.0,0.649,0.32,0.603,0.755,0.308,0.328,36.0,23.0,23.0,878.73,664.85,728.27,590.31,407.28,343.55,28.62,24.91,27.03,28.5,22.96,20.52,0.028491,0.014341,0.019413,0.018824,0.007472,0.005309
2020-01-03 00:15:00,19.91,20.43,20.4,20.27,20.4,20.0,1.56,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,1081.53,1366.95,969.63,679.98,990.0,976.02,30.11,28.71,28.8,29.48,26.23,21.58,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 00:30:00,20.03,20.78,20.72,20.48,20.81,20.25,1.24,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,1014.24,1313.16,927.93,644.87,964.14,973.56,30.48,28.99,29.11,29.82,26.48,21.61,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 00:45:00,20.08,20.85,20.76,20.54,20.91,20.34,0.93,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,1008.99,1289.4,909.8,634.3,954.1,969.11,30.51,29.12,29.24,29.92,26.58,21.68,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 01:00:00,20.1,20.93,20.83,20.59,20.99,20.4,0.88,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,1006.98,1275.27,899.3,627.74,949.28,966.43,30.52,29.2,29.32,29.98,26.63,21.72,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 01:15:00,20.14,21.0,20.88,20.65,21.07,20.46,0.82,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,1005.98,1261.15,887.95,621.31,944.95,964.23,30.52,29.27,29.41,30.04,26.67,21.75,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 01:30:00,20.16,21.06,20.94,20.7,21.13,20.51,0.77,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,1004.44,1247.44,877.46,614.8,940.95,962.33,30.53,29.34,29.48,30.1,26.71,21.78,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 01:45:00,20.19,21.12,20.98,20.74,21.22,20.56,0.71,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,999.3,1239.5,869.71,612.11,929.82,956.95,30.56,29.39,29.54,30.13,26.82,21.86,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 02:00:00,20.21,21.17,21.03,20.78,21.3,20.63,0.65,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,993.99,1231.66,862.36,609.3,918.87,951.61,30.59,29.43,29.6,30.16,26.93,21.94,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 02:15:00,20.24,21.21,21.07,20.81,21.38,20.7,0.58,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,989.05,1224.31,854.89,606.72,908.05,946.14,30.61,29.47,29.65,30.18,27.04,22.02,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 02:30:00,20.26,21.25,21.11,20.84,21.45,20.76,0.52,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,983.94,1217.16,847.77,604.14,897.28,940.62,30.64,29.51,29.7,30.21,27.14,22.1,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 02:45:00,20.29,21.29,21.14,20.88,21.52,20.83,0.46,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,979.08,1210.31,840.58,601.7,886.68,935.08,30.67,29.54,29.76,30.23,27.25,22.18,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 03:00:00,20.31,21.33,21.19,20.91,21.6,20.9,0.44,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,974.08,1203.55,833.57,599.24,876.09,929.51,30.7,29.58,29.81,30.25,27.35,22.26,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 03:15:00,20.34,21.37,21.22,20.94,21.67,20.97,0.42,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,969.08,1196.85,826.45,596.84,865.57,923.91,30.72,29.61,29.86,30.28,27.46,22.35,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 03:30:00,20.36,21.4,21.26,20.96,21.73,21.04,0.39,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,967.02,1193.03,823.74,595.37,860.39,919.91,30.73,29.64,29.88,30.29,27.51,22.41,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 03:45:00,20.39,21.44,21.29,20.99,21.78,21.1,0.37,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,964.98,1189.29,820.9,593.93,855.26,915.93,30.75,29.66,29.9,30.3,27.56,22.47,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 04:00:00,20.4,21.46,21.32,21.01,21.83,21.16,0.34,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,963.02,1185.74,818.29,592.55,850.34,912.03,30.76,29.67,29.92,30.32,27.61,22.52,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 04:15:00,20.42,21.49,21.34,21.03,21.88,21.22,0.32,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,961.2,1182.39,815.75,591.25,845.58,908.19,30.77,29.69,29.94,30.33,27.65,22.58,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 04:30:00,20.43,21.51,21.36,21.05,21.92,21.27,0.29,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,959.42,1179.16,813.34,589.98,840.93,904.39,30.78,29.71,29.96,30.34,27.7,22.64,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 04:45:00,20.44,21.53,21.38,21.07,21.96,21.33,0.26,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,957.71,1176.06,810.96,588.77,836.41,900.62,30.78,29.73,29.98,30.35,27.74,22.69,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 05:00:00,20.46,21.56,21.41,21.09,22.0,21.39,0.23,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,956.02,1173.02,808.66,587.57,831.96,896.88,30.79,29.74,29.99,30.36,27.79,22.75,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 05:15:00,20.47,21.58,21.42,21.11,22.04,21.44,0.21,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,954.85,1170.73,807.18,586.64,828.83,893.65,30.8,29.75,30.01,30.37,27.82,22.79,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 05:30:00,20.48,21.59,21.44,21.12,22.07,21.49,0.19,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,953.68,1168.49,805.73,585.73,825.76,890.45,30.81,29.77,30.02,30.38,27.85,22.84,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 05:45:00,20.49,21.61,21.46,21.14,22.1,21.54,0.17,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,952.56,1166.34,804.33,584.85,822.8,887.31,30.81,29.78,30.03,30.39,27.88,22.89,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 06:00:00,20.5,21.63,21.47,21.15,22.13,21.59,0.15,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,951.48,1164.28,803.0,584.0,819.93,884.22,30.82,29.79,30.04,30.4,27.91,22.93,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 06:15:00,20.51,21.64,21.49,21.16,22.16,21.64,0.14,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,950.42,1162.33,801.73,583.17,817.12,881.15,30.82,29.8,30.05,30.41,27.93,22.98,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 06:30:00,20.52,21.66,21.5,21.18,22.19,21.68,0.12,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,949.4,1160.43,800.48,582.37,814.38,878.12,30.83,29.81,30.05,30.41,27.96,23.02,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 06:45:00,20.53,21.67,21.52,21.19,22.22,21.73,0.1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,948.4,1158.58,799.28,581.58,811.69,875.11,30.84,29.82,30.06,30.42,27.99,23.07,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 07:00:00,20.54,21.68,21.53,21.2,22.24,21.77,0.1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,947.62,1157.11,798.38,580.92,809.54,872.38,30.84,29.83,30.07,30.43,28.01,23.11,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 07:15:00,20.54,21.69,21.54,21.21,22.26,21.82,0.1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,946.82,1155.69,797.52,580.29,807.44,869.67,30.84,29.83,30.08,30.43,28.03,23.15,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 07:30:00,20.55,21.7,21.55,21.22,22.29,21.86,0.09,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,946.05,1154.32,796.68,579.67,805.4,867.01,30.85,29.84,30.08,30.44,28.05,23.19,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 07:45:00,20.56,21.71,21.56,21.23,22.31,21.9,0.09,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,945.3,1153.0,795.88,579.07,803.42,864.38,30.85,29.85,30.09,30.45,28.07,23.23,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 08:00:00,20.57,21.72,21.57,21.24,22.33,21.94,0.12,0.0,1.0,1.0,1.0,1.0,1.0,1.0,36.0,23.0,23.0,944.57,1151.74,795.11,578.49,801.47,861.77,30.86,29.86,30.09,30.45,28.09,23.27,0.043934,0.044842,0.032212,0.024945,0.024234,0.01619
2020-01-03 08:15:00,19.38,20.77,20.65,20.27,21.52,21.74,0.14,4.2,0.0,0.0,0.0,0.0,0.0,0.0,29.53,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 08:30:00,19.39,20.7,20.12,19.64,20.82,21.51,0.17,112.7,0.309,0.0,0.0,0.0,0.0,0.0,36.0,23.0,23.0,507.11,0.0,0.0,0.0,0.0,0.0,27.07,36.0,36.0,36.0,36.0,36.0,0.013582,0.0,0.0,0.0,0.0,0.0
2020-01-03 08:45:00,19.42,21.29,20.14,19.82,20.67,21.4,0.2,221.2,0.303,0.0,0.0,0.181,0.0,0.0,36.0,23.0,23.0,515.71,0.0,0.0,202.49,0.0,0.0,26.73,36.0,36.0,25.27,36.0,36.0,0.013309,0.0,0.0,0.004513,0.0,0.0
2020-01-03 09:00:00,19.42,21.48,20.2,19.75,20.58,21.29,0.63,329.7,0.289,0.0,0.0,0.091,0.0,0.0,36.0,23.0,23.0,489.94,0.0,0.0,114.2,0.0,0.0,26.77,36.0,36.0,23.98,36.0,36.0,0.012696,0.0,0.0,0.002273,0.0,0.0
2020-01-03 09:15:00,19.5,22.08,20.44,19.83,20.55,21.23,1.07,438.3,0.29,0.0,0.0,0.125,0.0,0.0,36.0,23.0,23.0,503.71,0.0,0.0,154.25,0.0,0.0,26.54,36.0,36.0,24.21,36.0,36.0,0.012735,0.0,0.0,0.00313,0.0,0.0
2020-01-03 09:30:00,19.66,22.85,21.01,20.02,20.56,21.15,1.5,457.3,0.248,0.0,0.0,0.086,0.0,0.0,36.0,23.0,23.0,450.8,0.0,0.0,111.76,0.0,0.0,26.12,36.0,36.0,23.52,36.0,36.0,0.010915,0.0,0.0,0.002143,0.0,0.0
2020-01-03 09:45:00,19.69,23.22,21.42,20.01,20.6,21.06,1.93,476.3,0.168,0.0,0.0,0.0,0.0,0.0,36.0,23.0,23.0,329.54,0.0,0.0,0.0,0.0,0.0,25.34,36.0,36.0,36.0,36.0,36.0,0.007398,0.0,0.0,0.0,0.0,0.0
2020-01-03 10:00:00,19.82,23.45,21.49,20.18,20.67,20.99,2.3,495.3,0.156,0.0,0.0,0.0,0.0,0.0,36.0,23.0,23.0,310.61,0.0,0.0,0.0,0.0,0.0,25.13,36.0,36.0,36.0,36.0,36.0,0.006838,0.0,0.0,0.0,0.0,0.0
2020-01-03 10:15:00,19.72,23.49,21.76,20.12,20.64,20.92,2.67,514.4,0.091,0.0,0.0,0.0,0.0,0.0,36.0,23.0,23.0,197.31,0.0,0.0,0.0,0.0,0.0,24.17,36.0,36.0,36.0,36.0,36.0,0.003989,0.0,0.0,0.0,0.0,0.0
2020-01-03 10:30:00,19.96,23.72,21.8,20.3,20.77,20.85,3.04,538.8,0.14,0.0,0.0,0.0,0.0,0.0,36.0,23.0,23.0,288.05,0.0,0.0,0.0,0.0,0.0,24.81,36.0,36.0,36.0,36.0,36.0,0.006158,0.0,0.0,0.0,0.0,0.0
2020-01-03 10:45:00,19.89,23.87,22.13,20.4,20.83,20.8,3.41,563.3,0.019,0.0,0.0,0.0,0.0,0.0,36.0,23.0,23.0,45.19,0.0,0.0,0.0,0.0,0.0,22.78,36.0,36.0,36.0,36.0,36.0,0.000818,0.0,0.0,0.0,0.0,0.0
2020-01-03 11:00:00,20.09,24.04,22.42,20.55,20.94,20.74,3.72,587.7,0.056,0.0,0.0,0.0,0.0,0.0,36.0,23.0,23.0,130.25,0.0,0.0,0.0,0.0,0.0,23.42,36.0,36.0,36.0,36.0,36.0,0.002477,0.0,0.0,0.0,0.0,0.0
2020-01-03 11:15:00,20.18,24.18,22.7,20.72,21.07,20.68,4.04,612.2,0.0,0.0,0.0,0.0,0.0,0.0,24.59,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 11:30:00,20.3,24.25,23.03,20.84,21.18,20.62,4.35,629.1,0.0,0.0,0.0,0.0,0.0,0.0,24.59,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 11:45:00,20.53,24.32,23.11,21.1,21.36,20.55,4.66,646.0,0.0,0.0,0.0,0.0,0.0,0.0,24.59,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 12:00:00,20.57,24.24,23.44,21.16,21.41,20.5,4.91,663.0,0.0,0.0,0.0,0.0,0.0,0.0,24.59,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 12:15:00,20.7,24.09,23.7,21.32,21.54,20.45,5.16,679.9,0.0,0.0,0.0,0.0,0.0,0.0,24.59,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 12:30:00,20.81,23.85,23.91,21.45,21.65,20.39,5.41,672.2,0.0,0.0,0.0,0.0,0.0,0.0,24.59,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 12:45:00,20.91,23.59,24.08,21.57,21.75,20.34,5.66,664.5,0.0,0.0,0.0,0.0,0.0,0.0,24.59,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 13:00:00,20.99,23.36,24.22,21.68,21.84,20.29,5.69,656.9,0.0,0.0,0.0,0.0,0.0,0.0,24.59,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 13:15:00,21.06,23.19,24.34,21.77,21.91,20.23,5.71,649.2,0.0,0.0,0.0,0.0,0.0,0.0,24.59,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 13:30:00,21.12,23.09,24.46,21.86,21.98,20.18,5.74,650.5,0.0,0.0,0.0,0.0,0.0,0.0,24.59,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 13:45:00,21.18,23.06,24.58,21.98,22.08,20.14,5.76,651.8,0.0,0.0,0.0,0.0,0.0,0.0,24.59,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 14:00:00,21.26,23.02,24.71,22.16,22.21,20.09,5.79,653.0,0.0,0.0,0.0,0.0,0.0,0.0,24.59,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 14:15:00,21.33,23.01,24.84,22.35,22.37,20.04,5.82,654.3,0.0,0.0,0.0,0.0,0.0,0.0,24.59,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 14:30:00,21.38,22.96,24.91,22.56,22.51,19.99,5.85,614.1,0.0,0.0,0.0,0.0,0.0,0.0,24.59,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 14:45:00,21.3,22.83,24.99,22.66,22.56,19.94,5.88,573.9,0.0,0.0,0.0,0.0,0.0,0.003,36.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,3.32,36.0,36.0,36.0,36.0,36.0,20.2,0.0,0.0,0.0,0.0,0.0,5e-05
2020-01-03 15:00:00,21.38,22.81,24.85,22.88,22.73,19.91,5.9,533.8,0.0,0.0,0.0,0.0,0.0,0.029,36.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,31.28,36.0,36.0,36.0,36.0,36.0,20.2,0.0,0.0,0.0,0.0,0.0,0.000474
2020-01-03 15:15:00,21.33,22.68,24.8,23.0,22.81,19.88,5.91,493.6,0.0,0.0,0.0,0.0,0.0,0.043,36.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,46.2,36.0,36.0,36.0,36.0,36.0,20.18,0.0,0.0,0.0,0.0,0.0,0.000699
2020-01-03 15:30:00,21.21,22.51,24.53,22.8,22.74,19.85,5.93,371.7,0.0,0.0,0.0,0.0,0.0,0.06,36.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,64.05,36.0,36.0,36.0,36.0,36.0,20.17,0.0,0.0,0.0,0.0,0.0,0.000968
2020-01-03 15:45:00,20.8,22.15,23.63,22.07,22.24,19.83,5.94,249.8,0.0,0.0,0.0,0.0,0.0,0.075,36.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,80.27,36.0,36.0,36.0,36.0,36.0,20.17,0.0,0.0,0.0,0.0,0.0,0.001213
2020-01-03 16:00:00,20.35,21.68,22.98,21.54,21.71,19.8,5.69,128.0,0.0,0.0,0.0,0.0,0.0,0.086,36.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,92.68,36.0,36.0,36.0,36.0,36.0,20.16,0.0,0.0,0.0,0.0,0.0,0.0014
2020-01-03 16:15:00,19.99,21.3,22.48,21.15,21.34,19.78,5.43,6.1,0.0,0.0,0.0,0.0,0.0,0.1,36.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,107.0,36.0,36.0,36.0,36.0,36.0,20.16,0.0,0.0,0.0,0.0,0.0,0.001616
2020-01-03 16:30:00,19.68,20.97,22.07,20.82,21.04,19.76,5.17,0.0,0.005,0.0,0.0,0.0,0.0,0.111,36.0,23.0,23.0,14.82,0.0,0.0,0.0,0.0,119.21,20.63,36.0,36.0,36.0,36.0,20.15,0.000231,0.0,0.0,0.0,0.0,0.001799
2020-01-03 16:45:00,19.62,20.69,21.74,20.54,20.79,19.74,4.92,0.0,0.161,0.0,0.0,0.0,0.0,0.122,36.0,23.0,23.0,372.35,0.0,0.0,0.0,0.0,130.47,23.37,36.0,36.0,36.0,36.0,20.14,0.007053,0.0,0.0,0.0,0.0,0.001968
2020-01-03 17:00:00,19.56,20.46,21.47,20.3,20.58,19.72,4.82,0.0,0.192,0.0,0.0,0.0,0.0,0.131,36.0,23.0,23.0,438.81,0.0,0.0,0.0,0.0,141.17,23.57,36.0,36.0,36.0,36.0,20.13,0.008448,0.0,0.0,0.0,0.0,0.002128
2020-01-03 17:15:00,19.42,20.24,21.21,20.09,20.4,19.7,4.72,0.0,0.222,0.0,0.0,0.0,0.0,0.141,36.0,23.0,23.0,493.17,0.0,0.0,0.0,0.0,151.45,23.88,36.0,36.0,36.0,36.0,20.12,0.009732,0.0,0.0,0.0,0.0,0.002282
2020-01-03 17:30:00,19.36,20.02,20.96,19.84,20.18,19.68,4.62,0.0,0.292,0.0,0.0,0.0,0.0,0.15,36.0,23.0,23.0,604.8,0.0,0.0,0.0,0.0,161.28,24.74,36.0,36.0,36.0,36.0,20.12,0.012846,0.0,0.0,0.0,0.0,0.00243
2020-01-03 17:45:00,19.27,19.81,20.72,19.72,19.96,19.67,4.52,0.0,0.32,0.0,0.0,0.079,0.0,0.158,36.0,23.0,23.0,644.36,0.0,0.0,110.94,0.0,169.86,25.03,36.0,36.0,22.48,36.0,20.12,0.014048,0.0,0.0,0.001962,0.0,0.002559
2020-01-03 18:00:00,19.29,19.79,20.48,19.82,19.89,19.66,4.42,0.0,0.366,0.094,0.0,0.139,0.02,0.165,36.0,23.0,23.0,684.98,236.72,0.0,186.0,30.16,177.26,25.8,22.61,36.0,23.18,21.09,20.12,0.016061,0.004228,0.0,0.003471,0.000484,0.002671
2020-01-03 18:15:00,19.14,19.67,20.42,19.48,19.76,19.65,4.33,0.0,0.353,0.104,0.0,0.092,0.057,0.172,36.0,23.0,23.0,685.62,264.19,0.0,132.64,85.81,185.27,25.42,22.5,36.0,22.23,21.25,20.12,0.015504,0.00468,0.0,0.002304,0.001391,0.002791
2020-01-03 18:30:00,19.11,19.65,20.26,19.57,19.71,19.63,4.23,0.0,0.432,0.163,0.0,0.259,0.122,0.177,36.0,23.0,23.0,753.7,392.81,0.0,311.37,177.43,190.09,26.51,23.12,36.0,24.47,21.64,20.12,0.018993,0.007298,0.0,0.006463,0.002957,0.002864
2020-01-03 18:45:00,19.12,19.61,20.15,19.47,19.68,19.62,4.14,0.0,0.445,0.177,0.0,0.214,0.146,0.184,36.0,23.0,23.0,764.97,426.83,0.0,275.13,210.93,197.46,26.64,23.16,36.0,23.7,21.7,20.12,0.019543,0.00795,0.0,0.00535,0.003528,0.002974
2020-01-03 19:00:00,19.07,19.56,20.03,19.44,19.62,19.61,4.03,0.0,0.442,0.197,0.0,0.266,0.16,0.189,36.0,23.0,23.0,757.65,469.5,0.0,326.1,231.99,203.11,26.66,23.27,36.0,24.22,21.7,20.12,0.019416,0.008823,0.0,0.006623,0.003881,0.003059
2020-01-03 19:15:00,19.06,19.55,19.92,19.4,19.59,19.6,3.93,0.0,0.465,0.219,0.0,0.282,0.191,0.194,36.0,23.0,23.0,776.77,512.08,0.0,340.06,272.41,208.49,26.9,23.51,36.0,24.43,21.91,20.12,0.020426,0.009805,0.0,0.007029,0.004624,0.00314
2020-01-03 19:30:00,19.05,19.54,19.88,19.38,19.57,19.6,3.82,0.0,0.469,0.225,0.038,0.3,0.204,0.198,36.0,23.0,23.0,776.8,523.36,63.9,354.66,289.59,213.27,26.98,23.57,23.4,24.66,21.98,20.11,0.0206,0.010075,0.001213,0.007485,0.00494,0.003212
2020-01-03 19:45:00,19.07,19.55,19.83,19.39,19.57,19.59,3.72,0.0,0.475,0.231,0.058,0.31,0.215,0.202,36.0,23.0,23.0,777.71,534.72,98.82,361.71,304.29,217.59,27.08,23.65,23.43,24.81,22.04,20.11,0.020849,0.010362,0.00188,0.007734,0.005217,0.003277
2020-01-03 20:00:00,19.04,19.51,19.8,19.35,19.54,19.58,3.63,0.0,0.464,0.226,0.083,0.306,0.216,0.206,36.0,23.0,23.0,762.58,524.33,139.51,356.52,305.67,221.62,27.05,23.62,23.52,24.81,22.04,20.11,0.020372,0.010131,0.002674,0.007624,0.005238,0.003337
2020-01-03 20:15:00,19.05,19.52,19.73,19.36,19.53,19.57,3.54,0.0,0.479,0.246,0.098,0.325,0.232,0.21,36.0,23.0,23.0,772.68,560.31,165.29,370.65,325.34,225.44,27.21,23.83,23.5,25.06,22.14,20.11,0.021041,0.011017,0.003164,0.008106,0.005615,0.003394
2020-01-03 20:30:00,19.02,19.48,19.72,19.32,19.5,19.57,3.44,0.0,0.476,0.241,0.133,0.321,0.235,0.213,36.0,23.0,23.0,765.51,551.95,219.34,365.74,329.97,229.06,27.24,23.8,23.71,25.06,22.15,20.11,0.0209,0.010824,0.00427,0.007998,0.0057,0.003449
2020-01-03 20:45:00,19.04,19.49,19.65,19.34,19.5,19.56,3.35,0.0,0.488,0.26,0.139,0.341,0.249,0.216,36.0,23.0,23.0,772.86,584.41,232.31,380.03,347.52,232.53,27.38,24.0,23.6,25.31,22.24,20.11,0.021455,0.01165,0.004482,0.008505,0.006042,0.0035
2020-01-03 21:00:00,18.99,19.44,19.66,19.28,19.47,19.56,3.26,0.0,0.479,0.254,0.174,0.33,0.249,0.219,36.0,23.0,23.0,763.1,573.32,282.77,370.73,346.81,235.82,27.33,23.94,23.95,25.21,22.24,20.11,0.021054,0.011372,0.005613,0.008223,0.00603,0.00355
2020-01-03 21:15:00,19.02,19.46,19.58,19.32,19.48,19.55,3.17,0.0,0.503,0.278,0.169,0.359,0.265,0.222,36.0,23.0,23.0,782.99,615.86,277.28,392.62,365.72,238.78,27.52,24.18,23.84,25.52,22.35,20.11,0.022078,0.01246,0.005454,0.00896,0.006412,0.003594
2020-01-03 21:30:00,18.97,19.41,19.61,19.25,19.45,19.55,3.08,0.0,0.489,0.271,0.209,0.342,0.26,0.225,36.0,23.0,23.0,769.75,603.22,331.75,378.95,360.16,241.5,27.43,24.11,24.22,25.37,22.33,20.11,0.021496,0.012132,0.006738,0.008525,0.006302,0.003635
2020-01-03 21:45:00,19.0,19.43,19.52,19.3,19.46,19.54,2.99,0.0,0.517,0.294,0.195,0.376,0.277,0.227,36.0,23.0,23.0,792.97,643.87,314.33,403.84,380.13,244.06,27.65,24.33,24.02,25.71,22.45,20.1,0.022708,0.013202,0.006277,0.009387,0.006711,0.003673
